Rattings,Review
1,"Dont buy it bad quality product , those who have posted the good coments have got 100 rs cash back as founded slip inside if dnt trust go nd order - bad quality nd light is also not good remote control switch tooo bad — worst product  Try any other"
1,The product is broken and also in a bad condition. The worst think is it is not branded it is a Chinese product. Not a value for money product
1,"Ring light 10""No light, not working.Very bad material...."
5,There product is awesome. Tripod is good in quality and light on weight.. easy to move anywhere. Selfie ring is wonderful and having the assistance lights from dim to high. I shot my first video and the colour quality and everything is just wow. I highly recommend this product for video makers. Brightness is wonderful. Value for money product. East to use and carry
5,"The product is very easy to use.  The brightness of this product can be adjusted in 3 different ways.  The only disadvantage I found was that because of my phone's weight,  the holder bends a little.  But when kept at the right position, it holds properly.  Other than that,  it's a really good product for the price that I got it for. I'm happy with the product :))"
4,"Thank God I have received the product without any damage till now in Amazon. This ring light is perfect for beginners to shoot your videos in decent light. It is a 10 inch one, if you want more brightness go for 18 inch one. But perfect for at this price, it's very helpful for me."
1,They have written wrong Description.very Cheap Products.! Don't buy from this Seller.
5,Product is very goodEasy to installEasy to useWarm and cool light mode make your videos according to your choice.Overall satisfied with this product.Thanks to neeltax5 star for awasome product
3,I had asked for the return but the guy didn’t turn up and the item is still with me with the defects. The Stand is alright only one of the ring light has yellow patch and hence defective. Please grt it replaced quickly.
3,It's not too bright... May be I was expecting more... If thr is already some natural like then this product is useless... But may be in dark  this is good
5,Video Player is loading.
5,This is a good product and the quality is also too good...i liked it very much..i already purchased many tripods as compared to that i think this is the best tripod that you can get in this price..
5,It's lightweight and comes with two shades of light - white and cool daylight.  Youncan adjust the brightness too.
5,"The product quality is very good, using it for mobile, it is sturdy as well, the lights with it adding icing on the cake. Strongly recommended to buy."
1,"Ring light is not 18inches.Stand is not as strong as shown in the image, the phone holder is lose and does not hold the phone for long...I have oneplus 6 and it is umable to hold the weight of it. Brightness of the light is not good enough. Overall not satisfied with the product."
1,"First of all, the name of the light is misleading. It is not 18 inches but 10 inches only. amazon shound amend its name immediately. Secondly, it is not as bright as it claims. It does have several colour lights but no use if is not bright enough. They didn't provide vertical mobile .Tripod is flimsy and I could not took a chance to install my expensive camera on it. Plse read careful before you buy this flimsy and misleading Cowboy product. I was so disappointed that I gifted it to a young led living closeby."
5,Amazing product. The best about the product is that it is lighy weight with good metallic body.The light have 3 mode. Also you can suggest it's sharpness.Phone holder is also available inside. So it's good to go product.
1,I recieved 4-5ft tripod instead of 7ftVery disappointed be this. Not at all good. Very bad experience with this tripod.
1,Usually the seller say's that the Ringlight is 18 inch but i have got 10 inch i replaced it for 2 times then also they are giving 10inch only very disappointed with this Ringlight! Don't take you'll get 10 inch Ringlight waste of money
1,It's a 10 inch product and seller is misguiding the product saying it as 18 inch LED. Ring Light is small. The Stand has very poor quality and strong enough. Mobile phone holder is different from image shown in advertise. I ordered as assuming 18 inch LED Light but I have received 10 inch so I have returned it and placed replacement order. But I have received again same 10 LED Light. Seller never mentioned about 10 inch LED Light in product information. They are CHEATING saying 18 LED  to 10 inch LED Light. May be seller violating Amazon seller policy. Amazon must think seriously about this (misguiding) seller.
